"text,label"
"Alabama,LOCATION_STATE"
"Alaska,LOCATION_STATE"
"Arizona,LOCATION_STATE"
"Arkansas,LOCATION_STATE"
"California,LOCATION_STATE"
"Colorado,LOCATION_STATE"
"Connecticut,LOCATION_STATE"
"Delaware,LOCATION_STATE"
"Florida,LOCATION_STATE"
"Georgia,LOCATION_STATE"
"Hawaii,LOCATION_STATE"
"Idaho,LOCATION_STATE"
"Illinois,LOCATION_STATE"
"Indiana,LOCATION_STATE"
"Iowa,LOCATION_STATE"
"Kansas,LOCATION_STATE"
"Kentucky,LOCATION_STATE"
"Louisiana,LOCATION_STATE"
"Maine,LOCATION_STATE"
"Maryland,LOCATION_STATE"
"Massachusetts,LOCATION_STATE"
"Michigan,LOCATION_STATE"
"Minnesota,LOCATION_STATE"
"Mississippi,LOCATION_STATE"
"Missouri,LOCATION_STATE"
"Montana,LOCATION_STATE"
"Nebraska,LOCATION_STATE"
"Nevada,LOCATION_STATE"
"New Hampshire,LOCATION_STATE"
"New Jersey,LOCATION_STATE"
"New Mexico,LOCATION_STATE"
"New York,LOCATION_STATE"
"North Carolina,LOCATION_STATE"
"North Dakota,LOCATION_STATE"
"Ohio,LOCATION_STATE"
"Oklahoma,LOCATION_STATE"
"Oregon,LOCATION_STATE"
"Pennsylvania,LOCATION_STATE"
"Rhode Island,LOCATION_STATE"
"South Carolina,LOCATION_STATE"
"South Dakota,LOCATION_STATE"
"Tennessee,LOCATION_STATE"
"Texas,LOCATION_STATE"
"Utah,LOCATION_STATE"
"Vermont,LOCATION_STATE"
"Virginia,LOCATION_STATE"
"Washington,LOCATION_STATE"
"West Virginia,LOCATION_STATE"
"Wisconsin,LOCATION_STATE"
"Wyoming,LOCATION_STATE"
"""Johanneson, William Kent"",PERSON"
"""Johanns, Mike"",PERSON"
"""John, Christopher Charles (Chris)"",PERSON"
"""Johnson, Brook"",PERSON"
"""Johnson, Colon"",PERSON"
"""Johnson, David"",PERSON"
"""Johnson, Ron"",PERSON"
"""Johnson, Timothy Peter (Tim)"",PERSON"
"""Johnston, Gene"",PERSON"
"""Johnston, John Bennett, Jr."",PERSON"
"""Johnston, Lisa"",PERSON"
"""Johntz, Jim"",PERSON"
"""Jolley, Clark"",PERSON"
"""Jones, Bill"",PERSON"
"""Jones, James Robert (Jim)"",PERSON"
"""Jones, Jean Lloyd"",PERSON"
"""Jones, Vernon"",PERSON"
"""Jontz, Jim"",PERSON"
"""Jordan, Benjamin Everett"",PERSON"
"""Jordan, Hamilton"",PERSON"
"""Jordan, Leonard Beck (Len)"",PERSON"
"""Jovicic, Dusko"",PERSON"
"""Judy, Cody Robert"",PERSON"
"""Kahler, Terry J."",PERSON"
"""Kaine, Timothy Michael (Tim)"",PERSON"
"""Kamm, Robert B."",PERSON"
"""Karnes, David Kemp"",PERSON"
"""Karpan, Kathleen Marie"",PERSON"
"""Kassebaum, Nancy Landon"",PERSON"
"""Kasten, Robert Walter, Jr. (Bob)"",PERSON"
"""Kaus, Mickey"",PERSON"
"""Kean, Thomas Howard, Jr. (Tom)"",PERSON"
"""Keating, Barbara A."",PERSON"
"""Keating, Kenneth Barnard"",PERSON"
"""Keck, James Moulton (Jim)"",PERSON"
"""Kelleher, Bob"",PERSON"
"""Kelley, Frank Joseph"",PERSON"
"""Kempthorne, Dirk"",PERSON"
"""Kennedy, Edward Moore (Ted)"",PERSON"
"""Kennedy, John Neely"",PERSON"
"""Kennedy, Mark Raymond"",PERSON"
"""Kennedy, Robert Francis"",PERSON"
"""Kerr, Robert Samuel, Jr. "",PERSON"
"""Kerr, Robert Samuel, Sr. (Bob)"",PERSON"
"""Kerrey, Joseph Robert (Bob)"",PERSON"
"""Kerry, John Forbes"",PERSON"
"""Kerttula, Jalmar M."",PERSON"
"""Keyes, Alan Lee"",PERSON"
"""Kimball, Richard"",PERSON"
"""Kindness, Thomas Norman (Tom)"",PERSON"
"""King, Angus Stanley, Jr."",PERSON"
"""King, Steve"",PERSON"
"""Kingston, Jack"",PERSON"
"""Kirk, Mark Steven"",PERSON"
"""Kirk, Ronald (Ron)"",PERSON"
"""Kleeb, Scott"",PERSON"
"""Kleppe, Thomas Savig"",PERSON"
"""Klink, Ron"",PERSON"
"""Klobuchar, Amy Jean"",PERSON"
"""Klos, Stan"",PERSON"
"""Knorr, Gene"",PERSON"
"""Knowles, Anthony Carroll (Tony)"",PERSON"
"""Koehler, Judy"",PERSON"
"""Kohl, Herbert H."",PERSON"
"""Kohler, Terry J."",PERSON"
"""Kolstad, Allen C."",PERSON"
"""Koppie, Chad"",PERSON"
"""Kramer, Kenneth Bentley (Ken)"",PERSON"
"""Krause, Matt"",PERSON"
"""Krueger, Robert Charles (Bob)"",PERSON"
"""Kuchel, Thomas Henry"",PERSON"
"""Kulongoski, Theodore Ralph (Ted)"",PERSON"
"""Kurita, Rosalind"",PERSON"
"""Kushner, Linda J."",PERSON"
"""Kustra, Bob"",PERSON"
"""Kuykendall, Dan H."",PERSON"
"""Kyl, Jon Llewellyn"",PERSON"
"""Kyrillos, Joe"",PERSON"
"""Lakian, John R."",PERSON"
"""Lamm, Dottie"",PERSON"
"""Lamont, Edward Miner, Jr. (Ned)"",PERSON"
"""Landrieu, Mary Loretta"",PERSON"
"""Lanier, Josh"",PERSON"
"""Lankford, James"",PERSON"
"""LaRocco, Larry"",PERSON"
"""Lautenberg, Frank Raleigh"",PERSON"
"""Lawrence, Mark"",PERSON"
"""Laxalt, Paul Dominque"",PERSON"
"""Lazio, Enrico A. (Rick)"",PERSON"
"""Leahy, Patrick Joseph"",PERSON"
"""Ledbetter, Stewart M."",PERSON"
"""Lee, Mike"",PERSON"
"""Leibowitz, David"",PERSON"
"""Lemieux, George S."",PERSON"
"""Leonard, Jerris"",PERSON"
"""Leppert, Tom"",PERSON"
"""Levin, Carl Milton"",PERSON"
"""Levin, Murray"",PERSON"
"""Levine, Meldon Edises (Mel)"",PERSON"
"""Lewis, Steve"",PERSON"
"""Licht, Richard A."",PERSON"
"""Lichtman, Allen (Jay)"",PERSON"
"""Lieberman, Joesph Isadore (Joe)"",PERSON"
"""Lien, Charles Holm"",PERSON"
"""Liffrig, Mike"",PERSON"
"""Lightfoot, James Ross (Jim)"",PERSON"
"""Liljenquist, Dan"",PERSON"
"""Lincoln, Blanche Lambert"",PERSON"
"""Linder, Bill"",PERSON"
"""Lingle, Linda"",PERSON"
"""Litton, Jerry Lon"",PERSON"
"""Lloyd-Jones, Jean Hall"",PERSON"
"""Lonegan, Steve"",PERSON"
"""Long, Matt"",PERSON"
"""Long, Russell Billiu"",PERSON"
"""Lonsdale, Harry"",PERSON"
"""Lonsdale, Henry"",PERSON"
"""Lorber, Richard P."",PERSON"
"""Lott, Chester Trent"",PERSON"
"""Lousma, Jack Robert"",PERSON"
"""Lowden, Sue"",PERSON"
"""Lowe, Dan"",PERSON"
"""Lowry, Michael Edward (Mike)"",PERSON"
"""Lucero, Carlos"",PERSON"
"""Lugar, Richard Green (Dick)"",PERSON"
"""Lunsford, Bruce"",PERSON"
"""Lutz, Joe P."",PERSON"
"""MacGregor, Clark"",PERSON"
"""Mack, Cornelius McGillicuddy, III (Connie)"",PERSON"
"""Mackay, Kenneth Hood, Jr. (Buddy)"",PERSON"
"""MacMillan, Colin"",PERSON"
"""Maddox, Jim"",PERSON"
"""Magnuson, Warren Grant"",PERSON"
"""Mahoney, Richard"",PERSON"
"""Majette, Denise L."",PERSON"
"""Malone, Joseph D. (Joe)"",PERSON"
"""Malpass, David"",PERSON"
"""Manchin, Joe, III"",PERSON"
"""Mandel, Joshua A. (Josh)"",PERSON"
"""Mann, Terrance Michael (Terry)"",PERSON"
"""Mansfield, Michael Joseph (Mike)"",PERSON"
"""Manzullo, Richard Earl"",PERSON"
"""Margett, Bob"",PERSON"
"""Marlinga, Carl"",PERSON"
"""Marshall, Elaine"",PERSON"
"""Marshall, Robert (Bob)"",PERSON"
"""Marshall, Roger "",PERSON"
"""Martin, David Grier, Jr. (D.G.)"",PERSON"
"""Martin, Jim"",PERSON"
"""Martin, Lynn Morley"",PERSON"
"""Martinez, Maggie"",PERSON"
"""Martinez, Melquiades R. (Mel)"",PERSON"
"""Mathias, Charles McCurdy, Jr."",PERSON"
"""Mathis, Marvin Dawson"",PERSON"
"""Matsunaga, Spark Masayuki"",PERSON"
"""Mattingly, Mack Francis"",PERSON"
"""Mayer, Nancy J."",PERSON"
"""McAdams, Scott"",PERSON"
"""McCain, John Sidney, III"",PERSON"
"""McCallum, Scott"",PERSON"
"""McCarthy, Leo Tarcissus"",PERSON"
"""McCaskill, Claire"",PERSON"
"""McClellan, John Little"",PERSON"
"""McCloskey, Paul Norton, Jr. (Pete)"",PERSON"
"""McClure, James Albertus (Jim)"",PERSON"
"""McCollister, John Yetter"",PERSON"
"""McCollum, Ira William, Jr. (Bill)"",PERSON"
"""McConnell, Addison Mitchell, Jr. (Mitch)"",PERSON"
"""McConnigley, Nimi"",PERSON"
"""McCulloch, Allen"",PERSON"
"""McCurdy, David Keith (Dave)"",PERSON"
"""McDaniel, Rodger Eugene (Red)"",PERSON"
"""McDonald, Sid"",PERSON"
"""McGavick, Michael S. (Mike)"",PERSON"
"""McGee, Gale William"",PERSON"
"""McGovern, George Stanley"",PERSON"
"""McGregor, Thomas Earl"",PERSON"
"""McMahon, Linda"",PERSON"
"""McMains, Chuck"",PERSON"
"""McMaster, William Henry"",PERSON"
"""McMickle, Marv"",PERSON"
"""McMillan, Robert R. (Bob)"",PERSON"
"""McMullen, Jack"",PERSON"
"""McNeil, Ron"",PERSON"
"""McPhillips, Julian"",PERSON"
"""McRight, Frank"",PERSON"
"""Mecham, Evan"",PERSON"
"""Meek, Kendrick B."",PERSON"
"""Meister, Jacob"",PERSON"
"""Melancon, Charles Joseph (Charlie)"",PERSON"
"""Melcher, John"",PERSON"
"""Menendez, Robert (Bob)"",PERSON"
"""Merkley, Jeffrey Alan (Jeff)"",PERSON"
"""Metcalf, Barry"",PERSON"
"""Metcalf, Jack"",PERSON"
"""Metcalf, Lee Warren"",PERSON"
"""Metzenbaum, Howard Morton"",PERSON"
"""Mica, Daniel Andrew (Dan)"",PERSON"
"""Michaelson, Julius Cooley"",PERSON"
"""Michels, Tim"",PERSON"
"""Mikulski, Barbara Ann"",PERSON"
"""Miles, Mike"",PERSON"
"""Miles, Steve"",PERSON"
"""Miller, Harris N."",PERSON"
"""Miller, Jack Richard"",PERSON"
"""Miller, Joseph Wayne (Joe)"",PERSON"
"""Miller, Zell Bryan"",PERSON"
"""Millner, Guy"",PERSON"
"""Minnick, Walt"",PERSON"
"""Mitchell, Elizabeth H. (Libby)"",PERSON"
"""Mitchell, George John"",PERSON"
"""Mochary, Mary Veronica"",PERSON"
"""Moffett, Anthony John, Jr. (Toby)"",PERSON"
"""Mondale, Walter Frederick"",PERSON"
"""Mongiardo, Dr. Frank Daniel"",PERSON"
"""Monroney, Almer Stillwell Mike"",PERSON"
"""Montoya, Richard Thomas (Rick)"",PERSON"
"""Moody, James P. (Jim)"",PERSON"
"""Moore, Arch Alfred, Jr."",PERSON"
"""Moore, Scott"",PERSON"
"""Moore, William Henson, III"",PERSON"
"""Morales, Victor"",PERSON"
"""Morgan, Robert Burren"",PERSON"
"""Morrell, Arthur"",PERSON"
"""Morris, Corky"",PERSON"
"""Morse, Wayne Lyman"",PERSON"
"""Moseley Braun, Carol"",PERSON"
"""Moss, Frank Edward (Ted)"",PERSON"
"""Moulton, Terry"",PERSON"
"""Mountjoy, Richard L. (Dick)"",PERSON"
"""Mourdock, Richard Earl"",PERSON"
"""Moynihan, Daniel Patrick (Pat)"",PERSON"
"""Mrazek, Robert J. (Bob)"",PERSON"
"""Mudd, Jack"",PERSON"
"""Muenster, Theodore Robert (Ted)"",PERSON"
"""Mullin, James E."",PERSON"
"""Murkowski, Francis Hughes (Frank)"",PERSON"
"""Murkowski, Lisa Ann"",PERSON"
"""Murphy, Christopher Scott (Chris)"",PERSON"
"""Murphy, George Lloyd"",PERSON"
"""Murphy, Marsha"",PERSON"
"""Murray, Patricia Lynn (Patty)"",PERSON"
"""Muse, C. Anthony "",PERSON"
"""Musgrove, Ronnie"",PERSON"
"""Muskie, Edmund Sixtus (Ed)"",PERSON"
"""Myrick, Sue"",PERSON"
"""Neal, Jim"",PERSON"
"""Nelson, Clarence William (Bill)"",PERSON"
"""Nelson, Earl Benjamin (Ben)"",PERSON"
"""Nelson, Gaylord Anton"",PERSON"
"""Nesbitt, Charles Rudolph, Jr."",PERSON"
"""Nethercutt, George R., Jr."",PERSON"
"""Neumann, Mark"",PERSON"
"""Nichol, Gene"",PERSON"
"""Nickles, Donald Lee (Don)"",PERSON"
"""Nixon, Jeremiah Willson (Jay)"",PERSON"
"""Noah, Matt"",PERSON"
"""Noble, Edward Everett"",PERSON"
"""Noriega, Richard Joel (Rick)"",PERSON"
"""North, Oliver Laurence"",PERSON"
"""Norton, Gale Ann"",PERSON"
"""Norton, Jane"",PERSON"
"""Novick, Steve"",PERSON"
"""Nunn, Louis Broady (Louie)"",PERSON"
"""Nunn, Mary Michelle"",PERSON"
"""Obama, Barack Hussein"",PERSON"
"""Oberly, Charles M."",PERSON"
"""Oberweis, James D. (Jim)"",PERSON"
"""O'Dell, Gloria"",PERSON"
"""Odom, Fountain"",PERSON"
"""O'Donnell, Christine"",PERSON"
"""O'Dwyer, Peter Paul"",PERSON"
"""Ogonowski, Jim"",PERSON"
"""O'Hara, James Grant"",PERSON"
"""Olds, Glenn Alvero"",PERSON"
"""O'Neal, David Cortland (Dave)"",PERSON"
"""Orchulli, Jack"",PERSON"
"""Orloski, Richard (Rick)"",PERSON"
"""Owen, Charles L."",PERSON"
"""Owens, Douglas Wayne"",PERSON"
"""Packard, George R."",PERSON"
"""Packwood, Robert William (Bob)"",PERSON"
"""Parker, Marshall Joyner"",PERSON"
"""Parmer, Hugh Q."",PERSON"
"""Parraz, Randy"",PERSON"
"""Pastore, John Orlando"",PERSON"
"""Paul, Rand"",PERSON"
"""Paul, Ronald Ernest (Ron)"",PERSON"
"""Peabody, Endicott"",PERSON"
"""Peacock, Bill"",PERSON"
"""Pearce, Steve"",PERSON"
"""Pearson, James Blackwood"",PERSON"
"""Pederson, James (Jim)"",PERSON"
"""Pell, Claiborne de Borda"",PERSON"
"""Percy, Charles Harting"",PERSON"
"""Perdue, David Alfred, Jr."",PERSON"
"""Perkins, Tony"",PERSON"
"""Peterson, Wallace C."",PERSON"
"""Pfeifer, Paul Edward"",PERSON"
"""Pickett, Owen Bradford"",PERSON"
"""Pierport, Ross"",PERSON"
"""Pingree, Chellie M."",PERSON"
"""Pinkerton, John"",PERSON"
"""Pipkin, Edward J. (E.J.)"",PERSON"
"""Pittman, Charles"",PERSON"
"""Plowman, Deb"",PERSON"
"""Poliquin, Bruce"",PERSON"
"""Pollack, Lana"",PERSON"
"""Pressler, Larry Lee"",PERSON"
"""Prouty, Winston Lewis"",PERSON"
"""Proxmire, William"",PERSON"
"""Pryor, David Hampton"",PERSON"
"""Pryor, Mark Lunsford"",PERSON"
"""Purgason, Chuck"",PERSON"
"""Quayle,  James Danforth (Dan)"",PERSON"
"""Radnofsky, Barbara Ann"",PERSON"
"""Radtke, Jamie"",PERSON"
"""Radulovacki, Branko (Dr. Rad)"",PERSON"
"""Raese, John Reeves"",PERSON"
"""Rafferty, Max Lewis"",PERSON"
"""Rales, Joshua B. (Josh)"",PERSON"
"""Ramiondo, Tony"",PERSON"
"""Ramirez, Al"",PERSON"
"""Rammell, Rex"",PERSON"
"""Randolph, Jennings"",PERSON"
"""Ranney, George"",PERSON"
"""Rappaport, James (Jim)"",PERSON"
"""Rauh, John David"",PERSON"
"""Rawlings, George Chancellor, Jr."",PERSON"
"""Reed, John Francis (Jack)"",PERSON"
"""Reed, Rick"",PERSON"
"""Rehberg, Dennis Ray (Denny)"",PERSON"
"""Reibman, Jeanette Fichman"",PERSON"
"""Reid, Harry M."",PERSON"
"""Renk, Wilbur N."",PERSON"
"""Ress, William J."",PERSON"
"""Reynolds, Conrad"",PERSON"
"""Ribicoff, Abraham Alexander"",PERSON"
"""Rice, Andrew"",PERSON"
"""Richards, Richard"",PERSON"
"""Richardson, Bobby"",PERSON"
"""Richardson, Elliot Lee"",PERSON"
"""Richardson, Hubert Leon (H.L.)"",PERSON"
"""Ricketts, John Peter (Pete)"",PERSON"
"""Riegle, Donald Wayne, Jr."",PERSON"
"""Ripley, Bob"",PERSON"
"""Risch, James E."",PERSON"
"""Robb, Charles Spittal (Chuck)"",PERSON"
"""Roberts, Betty R."",PERSON"
"""Roberts, Charles Patrick (Pat)"",PERSON"
"""Robinson, Todd Anthony"",PERSON"
"""Robinson, William Ingraham"",PERSON"
"""Rock, Philip Joseph"",PERSON"
"""Rockefeller, John Davison IV (Jay)"",PERSON"
"""Rolde, Neil"",PERSON"
"""Romero, Gil"",PERSON"
"""Romney, Lenore LaFount"",PERSON"
"""Romney, Ronna Eileen"",PERSON"
"""Romney, Willard Mitt (Mitt)"",PERSON"
"""Roncalio, Teno"",PERSON"
"""Rosen, Howard"",PERSON"
"""Rossi, Dino"",PERSON"
"""Roth, William Victor, Jr."",PERSON"
"""Rothman-Serot, Geri"",PERSON"
"""Roudebush, Richard Lowell"",PERSON"
"""Rouzer, David"",PERSON"
"""Rovner, Bob"",PERSON"
"""Roy, William Robert (Bill)"",PERSON"
"""Ruah, John"",PERSON"
"""Rubio, Marco"",PERSON"
"""Rucho, Robert (Bob)"",PERSON"
"""Ruckelshaus, William Doyle"",PERSON"
"""Rudman, Warren Bruce"",PERSON"
"""Ruppe, Philip Edward (Phil)"",PERSON"
"""Rustad, Elliot"",PERSON"
"""Rusthoven, Peter"",PERSON"
"""Ryan, Jack"",PERSON"
"""Saba, Michael P."",PERSON"
"""Sabrin, Murray"",PERSON"
"""Saiki, Patricia Fukuda (Pat)"",PERSON"
"""Salazar, Kenneth Lee (Ken)"",PERSON"
"""Salier, Bill"",PERSON"
"""Salinger, Pierre Emil George"",PERSON"
"""Salvi, Al"",PERSON"
"""Sanchez, John"",PERSON"
"""Sand, Duane"",PERSON"
"""Sanders, Alex"",PERSON"
"""Sanders, Bernard (Bernie)"",PERSON"
"""Sanders, Charlie"",PERSON"
"""Sanders, Harold Barefoot, Jr."",PERSON"
"""Sanford, James Terry "",PERSON"
"""Santini, James David (Jim)"",PERSON"
"""Santorum, Richard John (Rick)"",PERSON"
"""Sarbanes, Paul Spyros"",PERSON"
"""Sargent, Claire"",PERSON"
"""Sasser, James Ralph (Jim)"",PERSON"
"""Saxbe, William Bart"",PERSON"
"""Schaefer, Mike"",PERSON"
"""Schaffer, Gloria"",PERSON"
"""Schaffer, Robert W. (Bob)"",PERSON"
"""Schiff, Peter David"",PERSON"
"""Schlesinger, Alan"",PERSON"
"""Schmidt, Ron"",PERSON"
"""Schmitt, Harrison Hagan (Jack)"",PERSON"
"""Schneider, Bill"",PERSON"
"""Schneider, Claudine Cmarada"",PERSON"
"""Schuette, William Duncan (Bill)"",PERSON"
"""Schultz, Frederick Henry"",PERSON"
"""Schulz, William (Bill)"",PERSON"
"""Schumer, Charles Ellis (Chuck)"",PERSON"
"""Schwartz, Allyson"",PERSON"
"""Schweiker, Richard Schultz"",PERSON"
"""Schweitzer, Brian"",PERSON"
"""Scott, Hugh Doggett, Jr."",PERSON"
"""Scott, William Lloyd"",PERSON"
"""Seith, Alex Robert"",PERSON"
"""Selden, Armistead Inge, Jr."",PERSON"
"""Sellers, Dean"",PERSON"
"""Sellers, Richard"",PERSON"
"""Senn, Deborah"",PERSON"
"""Sesler, William G."",PERSON"
"""Sessions, Jefferson Beauregard, III (Jeff)"",PERSON"
"""Sestak, Joseph A., Jr. (Joe)"",PERSON"
"""Seymour, John"",PERSON"
"""Seymour, Whitney N."",PERSON"
"""Shaheen, Jeanne"",PERSON"
"""Shamie, Raymond (Ray)"",PERSON"
"""Shanley, Bernard Michael"",PERSON"
"""Shannon, James Michael (Jim)"",PERSON"
"""Shaw, Becky"",PERSON"
"""Shelby, Richard Craig"",PERSON"
"""Short, Robert Earl (Bob)"",PERSON"
"""Siebert, Muriel"",PERSON"
"""Simmons, Robert Ruhl (Rob)"",PERSON"
"""Simon, Norton Winfred"",PERSON"
"""Simon, Paul Martin"",PERSON"
"""Simons, Lynn Osborn"",PERSON"
"""Simpson, Alan Kooi"",PERSON"
"""Simpson, John"",PERSON"
"""Sims, Ron"",PERSON"
"""Singel, Mark S."",PERSON"
"""Sink, Alex"",PERSON"
"""Slattery, James Michael (Jim)"",PERSON"
"""Sloane, Harvey I."",PERSON"
"""Smith, Gordon Harold"",PERSON"
"""Smith, Linda"",PERSON"
"""Smith, Ralph Tyler"",PERSON"
"""Smith, Robert Clinton (Bob)"",PERSON"
"""Smith, Tom"",PERSON"
"""Snelling, Richard Arkwright (Dick)"",PERSON"
"""Snowe, Olympia Jean Bouchles"",PERSON"
"""Spangrud, Truman"",PERSON"
"""Sparkman, John Jackson"",PERSON"
"""Spears, Terry"",PERSON"
"""Specter, Arlen"",PERSON"
"""Spencer, John"",PERSON"
"""Spong, William Belser, Jr."",PERSON"
"""Stabenow, Deborah Ann (Debbie)"",PERSON"
"""Stafford, Robert Theodore (Bob)"",PERSON"
"""Stallings, Richard Howard"",PERSON"
"""Stanley, David Maxwell"",PERSON"
"""Stanton, James Vincent"",PERSON"
"""Steed, David"",PERSON"
"""Steele, Michael S."",PERSON"
"""Steelman, Sarah"",PERSON"
"""Stenberg, Donald A. (Don)"",PERSON"
"""Stennis, John Cornelius"",PERSON"
"""Stevens, Stuart"",PERSON"
"""Stevens, Theodore Fulton (Ted)"",PERSON"
"""Stevenson, Adlai Ewing, III"",PERSON"
"""Stewart, Donald Wilbur"",PERSON"
"""Stofferahn, Kenneth Darrell (Ken)"",PERSON"
"""Stone, Richard Bernard (Dick)"",PERSON"
"""Stoner, Jesse Benjamin (J.B.)"",PERSON"
"""Stoner, Thomas H."",PERSON"
"""Stoney, Janice D. (Jan)"",PERSON"
"""Strickland, Tom"",PERSON"
"""Strinden, Earl S."",PERSON"
"""Stroup, Robert Lee (Bob)"",PERSON"
"""Stutzman, Marlin"",PERSON"
"""Sullivan, Daniel Scott (Dan)"",PERSON"
"""Sullivan, Dick"",PERSON"
"""Sullivan, Florence M."",PERSON"
"""Sullivan, Michael John (Mike)"",PERSON"
"""Summers, Charles E."",PERSON"
"""Sununu, John Edward"",PERSON"
"""Sweeney, Maurice"",PERSON"
"""Swett, Richard Nelson (Dick)"",PERSON"
"""Sydness, Steve"",PERSON"
"""Symington, William Stuart (Stuart)"",PERSON"
"""Symms, Steven Douglas (Steve)"",PERSON"
"""Taft, Robert, Jr."",PERSON"
"""Talent, James Matthes (Jim)"",PERSON"
"""Talmadge, Herman Eugene"",PERSON"
"""Tanksley, Charles"",PERSON"
"""Tarkanian, Danny (Tark)"",PERSON"
"""Tarrant, Richard Edward (Rich)"",PERSON"
"""Tauke, Thomas Joseph (Tom)"",PERSON"
"""Taylor, Mike"",PERSON"
"""Tenenbaum, Inez"",PERSON"
"""Terrant, Richard Edward"",PERSON"
"""Terrell, Suzanne Haik (Suzie)"",PERSON"
"""Terrill, Al"",PERSON"
"""Test Spot NRSC, Psuedo-candidate"",PERSON"
"""Tester, Jonathan (Jon)"",PERSON"
"""The Cat, Hank "",PERSON"
"""Thomas, Bo"",PERSON"
"""Thomas, Craig Lyle"",PERSON"
"""Thomas, David"",PERSON"
"""Thomas, Jim"",PERSON"
"""Thompson, Fred Dalton"",PERSON"
"""Thompson, Sally Engstrom"",PERSON"
"""Thompson, Tommy"",PERSON"
"""Thornburgh, Richard Lewis (Dick)"",PERSON"
"""Thorsness, Leo Keith"",PERSON"
"""Thune, John Randolph"",PERSON"
"""Thurmond, James Strom"",PERSON"
"""Tiahrt, Todd"",PERSON"
"""Tierney, John F."",PERSON"
"""Toomey, Patrick Joseph (Pat)"",PERSON"
"""Torricelli, Robert Guy"",PERSON"
"""Tower, John Goodwin"",PERSON"
"""Treadwell, Louis Mead"",PERSON"
"""Treffinger, Jim"",PERSON"
"""Treisman, Eric"",PERSON"
"""Trible, Paul Seward, Jr."",PERSON"
"""Tristani, Gloria"",PERSON"
"""Tsongas, Paul Efthemios"",PERSON"
"""Tunney, John Varick"",PERSON"
"""Twilegar, Ron Jess"",PERSON"
"""Tydings, Joseph Davies (Joe)"",PERSON"
"""Udall, Mark E."",PERSON"
"""Udall, Thomas (Tom)"",PERSON"
"""Uldrich, Jack"",PERSON"
"""Underwood, Norman"",PERSON"
"""Upton, Frederick Stephen (Fred)"",PERSON"
"""Valentine, William R. (Bill)"",PERSON"
"""Vallen, Ed"",PERSON"
"""Van De Putte, Leticia"",PERSON"
"""Vanderscoff, Dave"",PERSON"
"""Vickers, Vic"",PERSON"
"""Vinich, John Paul"",PERSON"
"""Vitter, David Bruce"",PERSON"
"""Voinovich, George Victor"",PERSON"
"""Vorhauer, Bruce"",PERSON"
"""Wallop, Malcolm"",PERSON"
"""Walters, David Lee"",PERSON"
"""Wanggaard, Van"",PERSON"
"""Warner, John William"",PERSON"
"""Warner, Mark Robert"",PERSON"
"""Warren, Elizabeth"",PERSON"
"""Waterfield, Richard A. (Dick)"",PERSON"
"""Watts, Eugene J."",PERSON"
"""Webb, James Henry, Jr. (Jim)"",PERSON"
"""Wecht, Cyril H."",PERSON"
"""Weicker, Lowell Palmer, Jr."",PERSON"
"""Weinberg, Lois Combs"",PERSON"
"""Welch, Robert T."",PERSON"
"""Welch, Steven (Steve)"",PERSON"
"""Weld, William Floyd (Bill)"",PERSON"
"""Weldon, David Joseph (Dave)"",PERSON"
"""Wellstone, Paul David"",PERSON"
"""Weygand, Robert A. (Bob)"",PERSON"
"""Wheat, Alan Dupree"",PERSON"
"""White, Richard Alan (Rick)"",PERSON"
"""Whitehouse, Sheldon"",PERSON"
"""Whitman, Christine Todd (Christie)"",PERSON"
"""Wicker, Roger Frederick"",PERSON"
"""Wiley, Alexander"",PERSON"
"""Williams, Harrison Arlington, Jr."",PERSON"
"""Williams, Larry"",PERSON"
"""Williamson, Richard S. (Rich)"",PERSON"
"""Willner, Don S."",PERSON"
"""Wilson, Heather"",PERSON"
"""Wilson, Peter Barton (Pete)"",PERSON"
"""Wilson, Steve"",PERSON"
"""Wilson, Ted"",PERSON"
"""Wineberry, Jesse"",PERSON"
"""Winter, William Forrest"",PERSON"
"""Wirth, Timothy Endicott (Tim)"",PERSON"
"""Witherspoon, Buddy"",PERSON"
"""Wofford, Harris Llewellyn"",PERSON"
"""Wold, John Schiller"",PERSON"
"""Wolfe, M. Jay"",PERSON"
"""Wolff, Michael (Mike)"",PERSON"
"""Woo, Shien Biau (S.B.)"",PERSON"
"""Woods, Charles"",PERSON"
"""Woods, Harriett"",PERSON"
"""Worley, Harold G."",PERSON"
"""Wyden, Ronald Lee (Ron)"",PERSON"
"""Wyman, Jasper S. (Jack)"",PERSON"
"""Wynia, Ann Jobe"",PERSON"
"""Yanisch, Rebecca"",PERSON"
"""Yarborough, Ralph Webster"",PERSON"
"""Yates, Sidney Richard"",PERSON"
"""Yeakel, Lynn"",PERSON"
"""Yellowtail, William Petzoldt, Jr. (Bill)"",PERSON"
"""Young, Burton"",PERSON"
"""Young, Jesse"",PERSON"
"""Young, Milton Ruben (Milt)"",PERSON"
"""Young, Stephen Marvin"",PERSON"
"""Zerban, Rob"",PERSON"
"""Ziebarth, Wayne W."",PERSON"
"""Ziegler, Eugene N."",PERSON"
"""Zimmer, Richard (Dick)"",PERSON"
"""Zimmerman, Stuart"",PERSON"
"""Zink, John"",PERSON"
"""Zschau, Edwin Van Wyck (Ed)"",PERSON"
"""Zumwalt, Elmo Russell, Jr."",PERSON"
