text	label
Arkansas	LOCATION
California	LOCATION
Colorado	LOCATION
Connecticut	LOCATION
Delaware	LOCATION
Florida	LOCATION
Georgia	LOCATION
Hawaii	LOCATION
Idaho	LOCATION
Illinois	LOCATION
Indiana	LOCATION
Iowa	LOCATION
Kansas	LOCATION
Kentucky	LOCATION
Louisiana	LOCATION
Maine	LOCATION
Maryland	LOCATION
Massachusetts	LOCATION
Michigan	LOCATION
Minnesota	LOCATION
Mississippi	LOCATION
Missouri	LOCATION
Montana	LOCATION
Nebraska	LOCATION
Nevada	LOCATION
New Hampshire	LOCATION
New Jersey	LOCATION
New Mexico	LOCATION
New York	LOCATION
North Carolina	LOCATION
North Dakota	LOCATION
Ohio	LOCATION
Oklahoma	LOCATION
Oregon	LOCATION
Pennsylvania	LOCATION
Rhode Island	LOCATION
South Carolina	LOCATION
South Dakota	LOCATION
Tennessee	LOCATION
Texas	LOCATION
Utah	LOCATION
Vermont	LOCATION
Virginia	LOCATION
Washington, D.c.	LOCATION
Washington	LOCATION
West Virginia	LOCATION
Wisconsin	LOCATION
Wyoming	LOCATION
Achille	LOCATION
Ada	LOCATION
Adair	LOCATION
Afton	LOCATION
Agra	LOCATION
Alderson	LOCATION
Alex	LOCATION
Aline	LOCATION
Allen	LOCATION
Altus	LOCATION
Alva	LOCATION
Amber	LOCATION
Anadarko	LOCATION
Antlers	LOCATION
Apache	LOCATION
Arapaho	LOCATION
Arcadia	LOCATION
Ardmore	LOCATION
Arkoma	LOCATION
Arnett	LOCATION
Asher	LOCATION
Atoka	LOCATION
Avant	LOCATION
Barnsdall	LOCATION
Bartlesville	LOCATION
Beaver	LOCATION
Beggs	LOCATION
Bennington	LOCATION
Bethany	LOCATION
Bethel	LOCATION
Big Cabin	LOCATION
Billings	LOCATION
Binger	LOCATION
Bixby	LOCATION
Blackwell	LOCATION
Blair	LOCATION
Bluejacket	LOCATION
Boise City	LOCATION
Bokchito	LOCATION
Bokoshe	LOCATION
Boley	LOCATION
Boswell	LOCATION
Bowlegs	LOCATION
Boynton	LOCATION
Braggs	LOCATION
Braman	LOCATION
Bristow	LOCATION
Broken Arrow	LOCATION
Broken Bow	LOCATION
Buffalo	LOCATION
Burns Flat	LOCATION
Butler	LOCATION
Byars	LOCATION
Caddo	LOCATION
Calera	LOCATION
Calumet	LOCATION
Calvin	LOCATION
Cameron	LOCATION
Canadian	LOCATION
Canton	LOCATION
Canute	LOCATION
Carmen	LOCATION
Carnegie	LOCATION
Carney	LOCATION
Carter	LOCATION
Cashion	LOCATION
Catoosa	LOCATION
Cement	LOCATION
Chandler	LOCATION
Chattanooga	LOCATION
Checotah	LOCATION
Chelsea	LOCATION
Cherokee	LOCATION
Cheyenne	LOCATION
Chickasha	LOCATION
Choctaw	LOCATION
Chouteau	LOCATION
Claremore	LOCATION
Clayton	LOCATION
Cleo Springs	LOCATION
Cleveland	LOCATION
Clinton	LOCATION
Coalgate	LOCATION
Colbert	LOCATION
Colcord	LOCATION
Collinsville	LOCATION
Comanche	LOCATION
Commerce	LOCATION
Copan	LOCATION
Corn	LOCATION
Covington	LOCATION
Coweta	LOCATION
Coyle	LOCATION
Crescent	LOCATION
Cromwell	LOCATION
Crowder	LOCATION
Cushing	LOCATION
Custer City	LOCATION
Cyril	LOCATION
Davenport	LOCATION
Davidson	LOCATION
Davis	LOCATION
Delaware	LOCATION
Depew	LOCATION
Dewar	LOCATION
Dewey	LOCATION
Dibble	LOCATION
Disney	LOCATION
Dougherty	LOCATION
Dover	LOCATION
Drummond	LOCATION
Drumright	LOCATION
Duncan	LOCATION
Durant	LOCATION
Dustin	LOCATION
Eakly	LOCATION
Earlsboro	LOCATION
Edmond	LOCATION
El Reno	LOCATION
Eldorado	LOCATION
Elgin	LOCATION
Elk City	LOCATION
Elmore City	LOCATION
Enid	LOCATION
Erick	LOCATION
Eufaula	LOCATION
Fairfax	LOCATION
Fairland	LOCATION
Fairview	LOCATION
Fanshawe	LOCATION
Fitzhugh	LOCATION
Fletcher	LOCATION
Forgan	LOCATION
Fort Cobb	LOCATION
Fort Gibson	LOCATION
Fort Supply	LOCATION
Fort Towson	LOCATION
Foyil	LOCATION
Francis	LOCATION
Frederick	LOCATION
Freedom	LOCATION
Gage	LOCATION
Gans	LOCATION
Garber	LOCATION
Geary	LOCATION
Geronimo	LOCATION
Glencoe	LOCATION
Glenpool	LOCATION
Goltry	LOCATION
Goodwell	LOCATION
Gore	LOCATION
Gotebo	LOCATION
Gould	LOCATION
Gracemont	LOCATION
Grandfield	LOCATION
Granite	LOCATION
Grove	LOCATION
Guthrie	LOCATION
Guymon	LOCATION
Haileyville	LOCATION
Hammon	LOCATION
Hardesty	LOCATION
Harrah	LOCATION
Hartshorne	LOCATION
Haskell	LOCATION
Haworth	LOCATION
Healdton	LOCATION
Heavener	LOCATION
Helena	LOCATION
Hennessey	LOCATION
Henryetta	LOCATION
Hinton	LOCATION
Hobart	LOCATION
Holdenville	LOCATION
Hollis	LOCATION
Hominy	LOCATION
Hooker	LOCATION
Howe	LOCATION
Hugo	LOCATION
Hulbert	LOCATION
Hydro	LOCATION
Idabel	LOCATION
Indiahoma	LOCATION
Inola	LOCATION
Jay	LOCATION
Jenks	LOCATION
Jennings	LOCATION
Jet	LOCATION
Jones	LOCATION
Kansas	LOCATION
Kaw City	LOCATION
Kellyville	LOCATION
Keota	LOCATION
Ketchum	LOCATION
Keyes	LOCATION
Kiefer	LOCATION
Kingfisher	LOCATION
Kingston	LOCATION
Kinta	LOCATION
Kiowa	LOCATION
Konawa	LOCATION
Krebs	LOCATION
Kremlin	LOCATION
Lahoma	LOCATION
Lamont	LOCATION
Langley	LOCATION
Langston	LOCATION
Laverne	LOCATION
Lawton	LOCATION
Leedey	LOCATION
Lehigh	LOCATION
Lenapah	LOCATION
Lexington	LOCATION
Lindsay	LOCATION
Locust Grove	LOCATION
Lone Grove	LOCATION
Lone Wolf	LOCATION
Longdale	LOCATION
Luther	LOCATION
Madill	LOCATION
Mangum	LOCATION
Manitou	LOCATION
Mannford	LOCATION
Mannsville	LOCATION
Marble City	LOCATION
Marietta	LOCATION
Marland	LOCATION
Marlow	LOCATION
Marshall	LOCATION
Martha	LOCATION
Maud	LOCATION
Maysville	LOCATION
Mcalester	LOCATION
Mccurtain	LOCATION
Mcloud	LOCATION
Medford	LOCATION
Medicine Park	LOCATION
Meeker	LOCATION
Meridian	LOCATION
Miami	LOCATION
Milburn	LOCATION
Mill Creek	LOCATION
Millerton	LOCATION
Minco	LOCATION
Mooreland	LOCATION
Morris	LOCATION
Morrison	LOCATION
Mounds	LOCATION
Mountain Park	LOCATION
Mountain View	LOCATION
Muldrow	LOCATION
Mulhall	LOCATION
Muskogee	LOCATION
Mustang	LOCATION
Nash	LOCATION
Newcastle	LOCATION
Newkirk	LOCATION
Nicoma Park	LOCATION
Ninnekah	LOCATION
Noble	LOCATION
Norman	LOCATION
North Miami	LOCATION
Nowata	LOCATION
Oaks	LOCATION
Ochelata	LOCATION
Oilton	LOCATION
Okarche	LOCATION
Okay	LOCATION
Okeene	LOCATION
Okemah	LOCATION
Oklahoma City	LOCATION
Okmulgee	LOCATION
Oktaha	LOCATION
Olustee	LOCATION
Oologah	LOCATION
Orlando	LOCATION
Owasso	LOCATION
Paden	LOCATION
Panama	LOCATION
Paoli	LOCATION
Park Hill	LOCATION
Pauls Valley	LOCATION
Pawhuska	LOCATION
Pawnee	LOCATION
Perkins	LOCATION
Perry	LOCATION
Picher	LOCATION
Piedmont	LOCATION
Pittsburg	LOCATION
Pocola	LOCATION
Ponca City	LOCATION
Pond Creek	LOCATION
Porter	LOCATION
Porum	LOCATION
Poteau	LOCATION
Prague	LOCATION
Prue	LOCATION
Pryor	LOCATION
Purcell	LOCATION
Quapaw	LOCATION
Quinton	LOCATION
Ramona	LOCATION
Randlett	LOCATION
Rattan	LOCATION
Ravia	LOCATION
Red Oak	LOCATION
Red Rock	LOCATION
Redbird	LOCATION
Ringling	LOCATION
Ringwood	LOCATION
Ripley	LOCATION
Rocky	LOCATION
Roff	LOCATION
Roland	LOCATION
Roosevelt	LOCATION
Rush Springs	LOCATION
Ryan	LOCATION
Saint Louis	LOCATION
Salina	LOCATION
Sallisaw	LOCATION
Sand Springs	LOCATION
Sapulpa	LOCATION
Savanna	LOCATION
Sawyer	LOCATION
Sayre	LOCATION
Schulter	LOCATION
Seiling	LOCATION
Seminole	LOCATION
Sentinel	LOCATION
Shady Point	LOCATION
Shattuck	LOCATION
Shawnee	LOCATION
Shidler	LOCATION
Skiatook	LOCATION
Snyder	LOCATION
Soper	LOCATION
Spavinaw	LOCATION
Spencer	LOCATION
Sperry	LOCATION
Spiro	LOCATION
Springer	LOCATION
Sterling	LOCATION
Stigler	LOCATION
Stillwater	LOCATION
Stilwell	LOCATION
Stonewall	LOCATION
Stratford	LOCATION
Stringtown	LOCATION
Stroud	LOCATION
Stuart	LOCATION
Sulphur	LOCATION
Taft	LOCATION
Tahlequah	LOCATION
Talala	LOCATION
Talihina	LOCATION
Taloga	LOCATION
Tecumseh	LOCATION
Temple	LOCATION
Terral	LOCATION
Texhoma	LOCATION
Thackerville	LOCATION
Thomas	LOCATION
Tipton	LOCATION
Tishomingo	LOCATION
Tonkawa	LOCATION
Tryon	LOCATION
Tulsa	LOCATION
Tupelo	LOCATION
Tuttle	LOCATION
Tyrone	LOCATION
Union City	LOCATION
Valliant	LOCATION
Velma	LOCATION
Verden	LOCATION
Vian	LOCATION
Vici	LOCATION
Vinita	LOCATION
Wagoner	LOCATION
Wakita	LOCATION
Walters	LOCATION
Wanette	LOCATION
Wapanucka	LOCATION
Warner	LOCATION
Washington	LOCATION
Watonga	LOCATION
Watts	LOCATION
Waukomis	LOCATION
Waurika	LOCATION
Wayne	LOCATION
Waynoka	LOCATION
Weatherford	LOCATION
Webbers Falls	LOCATION
Welch	LOCATION
Weleetka	LOCATION
Welling	LOCATION
Wellston	LOCATION
Westville	LOCATION
Wetumka	LOCATION
Wewoka	LOCATION
Whitefield	LOCATION
Wilburton	LOCATION
Wilson	LOCATION
Wister	LOCATION
Wright City	LOCATION
Wyandotte	LOCATION
Wynnewood	LOCATION
Wynona	LOCATION
Yale	LOCATION
Yukon	LOCATION
Alaskan Independence 	POLITICAL_PARTY
Alliance Party	POLITICAL_PARTY
American Independent Party	POLITICAL_PARTY
Christian Democratic Union	POLITICAL_PARTY
Christian Pro-Life Party	POLITICAL_PARTY
Citizens Party	POLITICAL_PARTY
Communist Party	POLITICAL_PARTY
Concerned Citizens Party	POLITICAL_PARTY
Conservative	POLITICAL_PARTY
Conservative Party of Delaware	POLITICAL_PARTY
Conservative Party of New York State	POLITICAL_PARTY
Constitution Party	POLITICAL_PARTY
Democratic	POLITICAL_PARTY
Democratic Socialists of America	POLITICAL_PARTY
Grassroots Party	POLITICAL_PARTY
Green Party	POLITICAL_PARTY
Green Party of Alaska	POLITICAL_PARTY
Green Party of Rhode Island	POLITICAL_PARTY
Independence Party of Minnesota	POLITICAL_PARTY
Independent	POLITICAL_PARTY
Independent Party of Delaware	POLITICAL_PARTY
Independent Party of Oregon	POLITICAL_PARTY
Labor Party	POLITICAL_PARTY
Liberal Party	POLITICAL_PARTY
Liberal Party of Delaware	POLITICAL_PARTY
Libertarian	POLITICAL_PARTY
National Socialist Movement	POLITICAL_PARTY
Natural Law	POLITICAL_PARTY
Patriot Party	POLITICAL_PARTY
People's Party of Florida	POLITICAL_PARTY
Progressive	POLITICAL_PARTY
Progressive Labor Party	POLITICAL_PARTY
Reform Party	POLITICAL_PARTY
Republican	POLITICAL_PARTY
Socialist Party	POLITICAL_PARTY
United Citizens Party	POLITICAL_PARTY
Vermont Progressive Party	POLITICAL_PARTY
Working Families Party	POLITICAL_PARTY
Abortion 	SUBJECT
Academic performance and assessments 	SUBJECT
Accidents 	SUBJECT
Accounting and auditing 	SUBJECT
Administrative law and regulatory procedures 	SUBJECT
Administrative remedies 	SUBJECT
Adoption and foster care 	SUBJECT
Adult day care 	SUBJECT
Adult education and literacy 	SUBJECT
Advanced technology and technological innovations 	SUBJECT
Advisory bodies 	SUBJECT
Age discrimination 	SUBJECT
Aging 	SUBJECT
Agricultural conservation and pollution 	SUBJECT
Agricultural education 	SUBJECT
Agricultural equipment and machinery 	SUBJECT
Agricultural insurance 	SUBJECT
Agricultural marketing and promotion 	SUBJECT
Agricultural practices and innovations 	SUBJECT
Agricultural prices, subsidies, credit 	SUBJECT
Agricultural research 	SUBJECT
Agricultural trade 	SUBJECT
Air quality 	SUBJECT
Alaska Natives and Hawaiians 	SUBJECT
Alcoholic beverages 	SUBJECT
Allergies 	SUBJECT
Alliances 	SUBJECT
Alternative and renewable resources 	SUBJECT
Alternative dispute resolution, mediation, arbitration 	SUBJECT
Alternative treatments 	SUBJECT
Animal and plant health 	SUBJECT
Animal protection and human-animal relationships 	SUBJECT
Appropriations 	SUBJECT
Aquaculture 	SUBJECT
Aquatic ecology 	SUBJECT
Arab-Israeli relations 	SUBJECT
Archaeology and anthropology 	SUBJECT
Architecture 	SUBJECT
Arctic and polar regions 	SUBJECT
Area studies and international education 	SUBJECT
Arms control and nonproliferation 	SUBJECT
Art, artists, authorship 	SUBJECT
Assault and harassment offenses 	SUBJECT
Athletes 	SUBJECT
Atmospheric science and weather 	SUBJECT
Aviation and airports 	SUBJECT
Bank accounts, deposits, capital 	SUBJECT
Banking and financial institutions regulation 	SUBJECT
Bankruptcy 	SUBJECT
Biological and life sciences 	SUBJECT
Birds 	SUBJECT
Birth defects 	SUBJECT
Blood and blood diseases 	SUBJECT
Books and print media 	SUBJECT
Border security and unlawful immigration 	SUBJECT
Broadcasting, cable, digital technologies 	SUBJECT
Budget deficits and national debt 	SUBJECT
Budget process 	SUBJECT
Building construction 	SUBJECT
Business education 	SUBJECT
Business ethics 	SUBJECT
Business expenses 	SUBJECT
Business investment and capital 	SUBJECT
Business records 	SUBJECT
Buy American requirements 	SUBJECT
Cancer 	SUBJECT
Capital gains tax 	SUBJECT
Cardiovascular and respiratory health 	SUBJECT
Cell biology and embryology 	SUBJECT
Cemeteries and funerals 	SUBJECT
Census and government statistics 	SUBJECT
Charitable contributions 	SUBJECT
Chemical and biological weapons 	SUBJECT
Chemistry 	SUBJECT
Child care and development 	SUBJECT
Child health 	SUBJECT
Child safety and welfare 	SUBJECT
Citizenship and naturalization 	SUBJECT
Civics education 	SUBJECT
Civil actions and liability 	SUBJECT
Civil disturbances 	SUBJECT
Climate change and greenhouse gases 	SUBJECT
Coal 	SUBJECT
Coast guard 	SUBJECT
Collective security 	SUBJECT
Commemorative events and holidays 	SUBJECT
Commodities markets 	SUBJECT
Community life and organization 	SUBJECT
Commuting 	SUBJECT
Competition and antitrust 	SUBJECT
Competitiveness, trade promotion, trade deficits 	SUBJECT
Comprehensive health care 	SUBJECT
Computer security and identity theft 	SUBJECT
Computers and information technology 	SUBJECT
Conflicts and wars 	SUBJECT
Congressional agencies 	SUBJECT
Congressional committees 	SUBJECT
Congressional districts and representation 	SUBJECT
Congressional elections 	SUBJECT
Congressional leadership 	SUBJECT
Congressional officers and employees 	SUBJECT
Congressional operations and organization 	SUBJECT
Congressional oversight 	SUBJECT
Congressional tributes 	SUBJECT
Congressional-executive branch relations 	SUBJECT
Constitution and constitutional amendments 	SUBJECT
Consumer affairs 	SUBJECT
Consumer credit 	SUBJECT
Contracts and agency 	SUBJECT
Cooperative and condominium housing 	SUBJECT
Corporate finance and management 	SUBJECT
Correctional facilities and imprisonment 	SUBJECT
Cosmetics and personal care 	SUBJECT
Credit and credit markets 	SUBJECT
Crime prevention 	SUBJECT
Crime victims 	SUBJECT
Crimes against animals and natural resources 	SUBJECT
Crimes against children 	SUBJECT
Crimes against property 	SUBJECT
Crimes against women 	SUBJECT
Criminal investigation, prosecution, interrogation 	SUBJECT
Criminal justice information and records 	SUBJECT
Criminal procedure and sentencing 	SUBJECT
Cultural exchanges and relations 	SUBJECT
Currency 	SUBJECT
Customs enforcement 	SUBJECT
Dams and canals 	SUBJECT
Debt collection 	SUBJECT
Defense spending 	SUBJECT
Dental care 	SUBJECT
Detention of persons 	SUBJECT
Digestive and metabolic diseases 	SUBJECT
Digital media 	SUBJECT
Diplomacy, foreign officials, Americans abroad 	SUBJECT
Disability and health-based discrimination 	SUBJECT
Disability and paralysis 	SUBJECT
Disability assistance 	SUBJECT
Disaster relief and insurance 	SUBJECT
Domestic violence and child abuse 	SUBJECT
Drug safety, medical device, and laboratory regulation 	SUBJECT
Drug therapy 	SUBJECT
Drug trafficking and controlled substances 	SUBJECT
Drug, alcohol, tobacco use 	SUBJECT
Due process and equal protection 	SUBJECT
Earth sciences 	SUBJECT
Ecology 	SUBJECT
Economic development 	SUBJECT
Economic performance and conditions 	SUBJECT
